"site_name","habitat_type","year","value","climate_variable"
"Caroline Park","Shrubland",1936,17.7350006103516,"tmean"
"Caroline Park","Shrubland",1937,17.1570014953613,"tmean"
"Caroline Park","Shrubland",1938,17.1700000762939,"tmean"
"Caroline Park","Shrubland",1939,17.3570003509521,"tmean"
"Caroline Park","Shrubland",1940,17.4500007629395,"tmean"
"Caroline Park","Shrubland",1941,16.5860004425049,"tmean"
"Caroline Park","Shrubland",1942,16.9590015411377,"tmean"
"Caroline Park","Shrubland",1943,17.4420013427734,"tmean"
"Caroline Park","Shrubland",1944,16.0040016174316,"tmean"
"Caroline Park","Shrubland",1945,16.480001449585,"tmean"
"Caroline Park","Shrubland",1946,17.0090007781982,"tmean"
"Caroline Park","Shrubland",1947,17.2400016784668,"tmean"
"Caroline Park","Shrubland",1948,16.0139999389648,"tmean"
"Caroline Park","Shrubland",1949,16.3509998321533,"tmean"
"Caroline Park","Shrubland",1950,17.2440013885498,"tmean"
"Caroline Park","Shrubland",1951,16.5970001220703,"tmean"
"Caroline Park","Shrubland",1952,16.4320011138916,"tmean"
"Caroline Park","Shrubland",1953,16.5440006256104,"tmean"
"Caroline Park","Shrubland",1954,16.8360004425049,"tmean"
"Caroline Park","Shrubland",1955,16.6480007171631,"tmean"
"Caroline Park","Shrubland",1956,17.0729999542236,"tmean"
"Caroline Park","Shrubland",1957,17.355001449585,"tmean"
"Caroline Park","Shrubland",1958,18.2230014801025,"tmean"
"Caroline Park","Shrubland",1959,18.5220012664795,"tmean"
"Caroline Park","Shrubland",1960,17.9150009155273,"tmean"
"Caroline Park","Shrubland",1961,17.8240013122559,"tmean"
"Caroline Park","Shrubland",1962,17.3870010375977,"tmean"
"Caroline Park","Shrubland",1963,17.4110012054443,"tmean"
"Caroline Park","Shrubland",1964,16.8850002288818,"tmean"
"Caroline Park","Shrubland",1965,17.0010013580322,"tmean"
"Caroline Park","Shrubland",1966,17.7610015869141,"tmean"
"Caroline Park","Shrubland",1967,17.5490016937256,"tmean"
"Caroline Park","Shrubland",1968,17.5830001831055,"tmean"
"Caroline Park","Shrubland",1969,17.2530002593994,"tmean"
"Caroline Park","Shrubland",1970,17.3700008392334,"tmean"
"Caroline Park","Shrubland",1971,16.8420009613037,"tmean"
"Caroline Park","Shrubland",1972,17.4530010223389,"tmean"
"Caroline Park","Shrubland",1973,16.480001449585,"tmean"
"Caroline Park","Shrubland",1974,17.1840000152588,"tmean"
"Caroline Park","Shrubland",1975,16.6300010681152,"tmean"
"Caroline Park","Shrubland",1976,17.4890003204346,"tmean"
"Caroline Park","Shrubland",1977,17.7910003662109,"tmean"
"Caroline Park","Shrubland",1978,17.8490009307861,"tmean"
"Caroline Park","Shrubland",1979,17.57200050354,"tmean"
"Caroline Park","Shrubland",1980,17.976001739502,"tmean"
"Caroline Park","Shrubland",1981,18.5490016937256,"tmean"
"Caroline Park","Shrubland",1982,16.4670009613037,"tmean"
"Caroline Park","Shrubland",1983,17.4570007324219,"tmean"
"Caroline Park","Shrubland",1984,18.7370014190674,"tmean"
"Caroline Park","Shrubland",1985,17.8410015106201,"tmean"
"Caroline Park","Shrubland",1986,18.5980014801025,"tmean"
"Caroline Park","Shrubland",1987,17.9980010986328,"tmean"
"Caroline Park","Shrubland",1988,18.6120014190674,"tmean"
"Caroline Park","Shrubland",1989,18.3270015716553,"tmean"
"Caroline Park","Shrubland",1990,18.4590015411377,"tmean"
"Caroline Park","Shrubland",1991,18.0860004425049,"tmean"
"Caroline Park","Shrubland",1992,18.7110004425049,"tmean"
"Caroline Park","Shrubland",1993,18.234001159668,"tmean"
"Caroline Park","Shrubland",1994,17.7850017547607,"tmean"
"Caroline Park","Shrubland",1995,18.2970008850098,"tmean"
"Caroline Park","Shrubland",1996,18.8190002441406,"tmean"
"Caroline Park","Shrubland",1997,18.7940006256104,"tmean"
"Caroline Park","Shrubland",1998,17.2960014343262,"tmean"
"Caroline Park","Shrubland",1999,17.8500003814697,"tmean"
"Caroline Park","Shrubland",2000,18.4120006561279,"tmean"
"Caroline Park","Shrubland",2001,17.8700008392334,"tmean"
"Caroline Park","Shrubland",2002,18.2880001068115,"tmean"
"Caroline Park","Shrubland",2003,18.8159999847412,"tmean"
"Caroline Park","Shrubland",2004,18.3229999542236,"tmean"
"Caroline Park","Shrubland",2005,18.189001083374,"tmean"
"Caroline Park","Shrubland",2006,18.4540004730225,"tmean"
"Caroline Park","Shrubland",2007,18.5200004577637,"tmean"
"Caroline Park","Shrubland",2008,18.7760009765625,"tmean"
"Caroline Park","Shrubland",2009,18.363000869751,"tmean"
"Caroline Park","Shrubland",2010,17.5370006561279,"tmean"
"Caroline Park","Shrubland",2011,17.8650016784668,"tmean"
"Caroline Park","Shrubland",2012,19.2640018463135,"tmean"
"Caroline Park","Shrubland",2013,18.3850002288818,"tmean"
"Caroline Park","Shrubland",2014,19.5940017700195,"tmean"
"Caroline Park","Shrubland",2015,19.238000869751,"tmean"
"Caroline Park","Shrubland",2016,19.3020000457764,"tmean"
"Caroline Park","Shrubland",2017,19.7700004577637,"tmean"
"Caroline Park","Shrubland",2018,19.1980018615723,"tmean"
"Caroline Park","Shrubland",2019,17.9260005950928,"tmean"
"Caroline Park","Shrubland",2020,19.2793998718262,"tmean"
"Caroline Park","Shrubland",2021,18.4897003173828,"tmean"
"Caroline Park","Shrubland",2022,18.8330001831055,"tmean"
"Caroline Park","Shrubland",2023,17.1959991455078,"tmean"
"Caroline Park","Shrubland",2024,18.3158702850342,"tmean"
"Caroline Park","Shrubland",2025,18.8330001831055,"tmean"
"Snow Creek","Desert",1895,19.0330009460449,"tmean"
"Snow Creek","Desert",1896,19.5220012664795,"tmean"
"Snow Creek","Desert",1897,18.7560005187988,"tmean"
"Snow Creek","Desert",1898,19.3600006103516,"tmean"
"Snow Creek","Desert",1899,19.2050018310547,"tmean"
"Snow Creek","Desert",1900,19.7750015258789,"tmean"
"Snow Creek","Desert",1901,19.7190017700195,"tmean"
"Snow Creek","Desert",1902,19.0130004882812,"tmean"
"Snow Creek","Desert",1903,19.5230007171631,"tmean"
"Snow Creek","Desert",1904,20.0530014038086,"tmean"
"Snow Creek","Desert",1905,19.5700016021729,"tmean"
"Snow Creek","Desert",1906,19.689001083374,"tmean"
"Snow Creek","Desert",1907,19.5240001678467,"tmean"
"Snow Creek","Desert",1908,19.3580017089844,"tmean"
"Snow Creek","Desert",1909,19.1540012359619,"tmean"
"Snow Creek","Desert",1910,20.5550003051758,"tmean"
"Snow Creek","Desert",1911,19.234001159668,"tmean"
"Snow Creek","Desert",1912,19.1030006408691,"tmean"
"Snow Creek","Desert",1913,19.0210018157959,"tmean"
"Snow Creek","Desert",1914,19.8410015106201,"tmean"
"Snow Creek","Desert",1915,19.2230014801025,"tmean"
"Snow Creek","Desert",1916,19.2080001831055,"tmean"
"Snow Creek","Desert",1917,19.7900009155273,"tmean"
"Snow Creek","Desert",1918,19.8320007324219,"tmean"
"Snow Creek","Desert",1919,19.3120002746582,"tmean"
"Snow Creek","Desert",1920,19,"tmean"
"Snow Creek","Desert",1921,19.6360015869141,"tmean"
"Snow Creek","Desert",1922,19.1590003967285,"tmean"
"Snow Creek","Desert",1923,19.4620018005371,"tmean"
"Snow Creek","Desert",1924,19.8950004577637,"tmean"
"Snow Creek","Desert",1925,19.9360008239746,"tmean"
"Snow Creek","Desert",1926,20.3960018157959,"tmean"
"Snow Creek","Desert",1927,19.2830009460449,"tmean"
"Snow Creek","Desert",1928,20.109001159668,"tmean"
"Snow Creek","Desert",1929,20.0800018310547,"tmean"
"Snow Creek","Desert",1930,19.7660007476807,"tmean"
"Snow Creek","Desert",1931,20.2800006866455,"tmean"
"Snow Creek","Desert",1932,19.6980018615723,"tmean"
"Snow Creek","Desert",1933,19.8160018920898,"tmean"
"Snow Creek","Desert",1934,21.7020015716553,"tmean"
"Snow Creek","Desert",1935,19.6380004882812,"tmean"
"Snow Creek","Desert",1936,20.3970012664795,"tmean"
"Snow Creek","Desert",1937,20.1340007781982,"tmean"
"Snow Creek","Desert",1938,19.9850006103516,"tmean"
"Snow Creek","Desert",1939,20.2410011291504,"tmean"
"Snow Creek","Desert",1940,20.3640003204346,"tmean"
"Snow Creek","Desert",1941,18.8530006408691,"tmean"
"Snow Creek","Desert",1942,19.625,"tmean"
"Snow Creek","Desert",1943,20.246000289917,"tmean"
"Snow Creek","Desert",1944,18.8310012817383,"tmean"
"Snow Creek","Desert",1945,19.2580013275146,"tmean"
"Snow Creek","Desert",1946,19.4260005950928,"tmean"
"Snow Creek","Desert",1947,19.8040008544922,"tmean"
"Snow Creek","Desert",1948,19.5070018768311,"tmean"
"Snow Creek","Desert",1949,19.2950000762939,"tmean"
"Snow Creek","Desert",1950,20.5230007171631,"tmean"
"Snow Creek","Desert",1951,19.5090007781982,"tmean"
"Snow Creek","Desert",1952,19.306001663208,"tmean"
"Snow Creek","Desert",1953,19.4160003662109,"tmean"
"Snow Creek","Desert",1954,19.9830017089844,"tmean"
"Snow Creek","Desert",1955,19.0810012817383,"tmean"
"Snow Creek","Desert",1956,19.5570011138916,"tmean"
"Snow Creek","Desert",1957,19.94700050354,"tmean"
"Snow Creek","Desert",1958,20.6620006561279,"tmean"
"Snow Creek","Desert",1959,20.6580009460449,"tmean"
"Snow Creek","Desert",1960,20.318000793457,"tmean"
"Snow Creek","Desert",1961,20.2310009002686,"tmean"
"Snow Creek","Desert",1962,20.1730003356934,"tmean"
"Snow Creek","Desert",1963,20.0650005340576,"tmean"
"Snow Creek","Desert",1964,19.3690013885498,"tmean"
"Snow Creek","Desert",1965,19.7070007324219,"tmean"
"Snow Creek","Desert",1966,20.4280014038086,"tmean"
"Snow Creek","Desert",1967,20.0610008239746,"tmean"
"Snow Creek","Desert",1968,20.2200012207031,"tmean"
"Snow Creek","Desert",1969,20.3080005645752,"tmean"
"Snow Creek","Desert",1970,20.1280002593994,"tmean"
"Snow Creek","Desert",1971,19.625,"tmean"
"Snow Creek","Desert",1972,20.3070011138916,"tmean"
"Snow Creek","Desert",1973,19.810001373291,"tmean"
"Snow Creek","Desert",1974,20.5590019226074,"tmean"
"Snow Creek","Desert",1975,19.8540000915527,"tmean"
"Snow Creek","Desert",1976,20.2520008087158,"tmean"
"Snow Creek","Desert",1977,20.6180000305176,"tmean"
"Snow Creek","Desert",1978,20.2620010375977,"tmean"
"Snow Creek","Desert",1979,20.3200016021729,"tmean"
"Snow Creek","Desert",1980,21.0300006866455,"tmean"
"Snow Creek","Desert",1981,21.7210006713867,"tmean"
"Snow Creek","Desert",1982,19.6230010986328,"tmean"
"Snow Creek","Desert",1983,20.0800018310547,"tmean"
"Snow Creek","Desert",1984,20.9290008544922,"tmean"
"Snow Creek","Desert",1985,20.2070007324219,"tmean"
"Snow Creek","Desert",1986,21.2100009918213,"tmean"
"Snow Creek","Desert",1987,20.5130004882812,"tmean"
"Snow Creek","Desert",1988,20.935001373291,"tmean"
"Snow Creek","Desert",1989,21.1990013122559,"tmean"
"Snow Creek","Desert",1990,20.7020015716553,"tmean"
"Snow Creek","Desert",1991,20.5130004882812,"tmean"
"Snow Creek","Desert",1992,20.8000011444092,"tmean"
"Snow Creek","Desert",1993,20.4030017852783,"tmean"
"Snow Creek","Desert",1994,20.7860012054443,"tmean"
"Snow Creek","Desert",1995,21.4010009765625,"tmean"
"Snow Creek","Desert",1996,21.6980018615723,"tmean"
"Snow Creek","Desert",1997,21.201000213623,"tmean"
"Snow Creek","Desert",1998,19.7690010070801,"tmean"
"Snow Creek","Desert",1999,20.6400012969971,"tmean"
"Snow Creek","Desert",2000,21.0710010528564,"tmean"
"Snow Creek","Desert",2001,21.1640014648438,"tmean"
"Snow Creek","Desert",2002,20.9610004425049,"tmean"
"Snow Creek","Desert",2003,21.3460006713867,"tmean"
"Snow Creek","Desert",2004,20.7370014190674,"tmean"
"Snow Creek","Desert",2005,20.7530002593994,"tmean"
"Snow Creek","Desert",2006,21.0730018615723,"tmean"
"Snow Creek","Desert",2007,21.1560001373291,"tmean"
"Snow Creek","Desert",2008,21.1370010375977,"tmean"
"Snow Creek","Desert",2009,21.0550003051758,"tmean"
"Snow Creek","Desert",2010,20.3150005340576,"tmean"
"Snow Creek","Desert",2011,20.32200050354,"tmean"
"Snow Creek","Desert",2012,21.7970008850098,"tmean"
"Snow Creek","Desert",2013,21.3080005645752,"tmean"
"Snow Creek","Desert",2014,22.3700008392334,"tmean"
"Snow Creek","Desert",2015,22.0330009460449,"tmean"
"Snow Creek","Desert",2016,21.9570007324219,"tmean"
"Snow Creek","Desert",2017,22.5210018157959,"tmean"
"Snow Creek","Desert",2018,22.3190002441406,"tmean"
"Snow Creek","Desert",2019,20.8010005950928,"tmean"
"Snow Creek","Desert",2020,22.5862998962402,"tmean"
"Snow Creek","Desert",2021,22.1950988769531,"tmean"
"Snow Creek","Desert",2022,22.092399597168,"tmean"
"Snow Creek","Desert",2023,20.6700000762939,"tmean"
"Snow Creek","Desert",2024,22.1805248260498,"tmean"
"Snow Creek","Desert",2025,22.048999786377,"tmean"
"San Timoteo Canyon","Riparian",1895,16.0610008239746,"tmean"
"San Timoteo Canyon","Riparian",1896,16.5260009765625,"tmean"
"San Timoteo Canyon","Riparian",1897,15.6830005645752,"tmean"
"San Timoteo Canyon","Riparian",1898,16.8150005340576,"tmean"
"San Timoteo Canyon","Riparian",1899,16.8760013580322,"tmean"
"San Timoteo Canyon","Riparian",1900,17.0630016326904,"tmean"
"San Timoteo Canyon","Riparian",1901,16.9970016479492,"tmean"
"San Timoteo Canyon","Riparian",1902,16.1400012969971,"tmean"
"San Timoteo Canyon","Riparian",1903,16.5939998626709,"tmean"
"San Timoteo Canyon","Riparian",1904,17.6960010528564,"tmean"
"San Timoteo Canyon","Riparian",1905,16.8190002441406,"tmean"
"San Timoteo Canyon","Riparian",1906,17.0120010375977,"tmean"
"San Timoteo Canyon","Riparian",1907,16.568000793457,"tmean"
"San Timoteo Canyon","Riparian",1908,16.57200050354,"tmean"
"San Timoteo Canyon","Riparian",1909,16.4090003967285,"tmean"
"San Timoteo Canyon","Riparian",1910,17.5270004272461,"tmean"
"San Timoteo Canyon","Riparian",1911,16.2890014648438,"tmean"
"San Timoteo Canyon","Riparian",1912,16.2880001068115,"tmean"
"San Timoteo Canyon","Riparian",1913,16.1870002746582,"tmean"
"San Timoteo Canyon","Riparian",1914,16.5290012359619,"tmean"
"San Timoteo Canyon","Riparian",1915,16.0700016021729,"tmean"
"San Timoteo Canyon","Riparian",1916,16.0330009460449,"tmean"
"San Timoteo Canyon","Riparian",1917,16.6110000610352,"tmean"
"San Timoteo Canyon","Riparian",1918,16.701000213623,"tmean"
"San Timoteo Canyon","Riparian",1919,16.2130012512207,"tmean"
"San Timoteo Canyon","Riparian",1920,15.8450012207031,"tmean"
"San Timoteo Canyon","Riparian",1921,16.4640007019043,"tmean"
"San Timoteo Canyon","Riparian",1922,16.0310001373291,"tmean"
"San Timoteo Canyon","Riparian",1923,16.3450012207031,"tmean"
"San Timoteo Canyon","Riparian",1924,16.2840003967285,"tmean"
"San Timoteo Canyon","Riparian",1925,16.4700012207031,"tmean"
"San Timoteo Canyon","Riparian",1926,17.355001449585,"tmean"
"San Timoteo Canyon","Riparian",1927,16.5420017242432,"tmean"
"San Timoteo Canyon","Riparian",1928,16.8540000915527,"tmean"
"San Timoteo Canyon","Riparian",1929,17.3450012207031,"tmean"
"San Timoteo Canyon","Riparian",1930,16.8770008087158,"tmean"
"San Timoteo Canyon","Riparian",1931,17.5470008850098,"tmean"
"San Timoteo Canyon","Riparian",1932,16.5060005187988,"tmean"
"San Timoteo Canyon","Riparian",1933,16.8460006713867,"tmean"
"San Timoteo Canyon","Riparian",1934,18.3370018005371,"tmean"
"San Timoteo Canyon","Riparian",1935,16.8400001525879,"tmean"
"San Timoteo Canyon","Riparian",1936,17.8800010681152,"tmean"
"San Timoteo Canyon","Riparian",1937,17.25,"tmean"
"San Timoteo Canyon","Riparian",1938,17.2410011291504,"tmean"
"San Timoteo Canyon","Riparian",1939,17.3480014801025,"tmean"
"San Timoteo Canyon","Riparian",1940,17.5180015563965,"tmean"
"San Timoteo Canyon","Riparian",1941,16.3439998626709,"tmean"
"San Timoteo Canyon","Riparian",1942,16.7410011291504,"tmean"
"San Timoteo Canyon","Riparian",1943,17.2370014190674,"tmean"
"San Timoteo Canyon","Riparian",1944,15.746000289917,"tmean"
"San Timoteo Canyon","Riparian",1945,16.2590007781982,"tmean"
"San Timoteo Canyon","Riparian",1946,16.8020000457764,"tmean"
"San Timoteo Canyon","Riparian",1947,17.1040000915527,"tmean"
"San Timoteo Canyon","Riparian",1948,15.9550008773804,"tmean"
"San Timoteo Canyon","Riparian",1949,16.1360015869141,"tmean"
"San Timoteo Canyon","Riparian",1950,17.1430015563965,"tmean"
"San Timoteo Canyon","Riparian",1951,16.4250011444092,"tmean"
"San Timoteo Canyon","Riparian",1952,16.2580013275146,"tmean"
"San Timoteo Canyon","Riparian",1953,16.5250015258789,"tmean"
"San Timoteo Canyon","Riparian",1954,16.863000869751,"tmean"
"San Timoteo Canyon","Riparian",1955,16.2040004730225,"tmean"
"San Timoteo Canyon","Riparian",1956,16.7320003509521,"tmean"
"San Timoteo Canyon","Riparian",1957,16.875,"tmean"
"San Timoteo Canyon","Riparian",1958,17.810001373291,"tmean"
"San Timoteo Canyon","Riparian",1959,17.9680004119873,"tmean"
"San Timoteo Canyon","Riparian",1960,17.3860015869141,"tmean"
"San Timoteo Canyon","Riparian",1961,17.3030014038086,"tmean"
"San Timoteo Canyon","Riparian",1962,17.1220016479492,"tmean"
"San Timoteo Canyon","Riparian",1963,16.9990005493164,"tmean"
"San Timoteo Canyon","Riparian",1964,16.5750007629395,"tmean"
"San Timoteo Canyon","Riparian",1965,16.6000003814697,"tmean"
"San Timoteo Canyon","Riparian",1966,17.4370002746582,"tmean"
"San Timoteo Canyon","Riparian",1967,17.1730003356934,"tmean"
"San Timoteo Canyon","Riparian",1968,17.0810012817383,"tmean"
"San Timoteo Canyon","Riparian",1969,16.9549999237061,"tmean"
"San Timoteo Canyon","Riparian",1970,17.2080001831055,"tmean"
"San Timoteo Canyon","Riparian",1971,16.5360012054443,"tmean"
"San Timoteo Canyon","Riparian",1972,17.1740016937256,"tmean"
"San Timoteo Canyon","Riparian",1973,16.3240013122559,"tmean"
"San Timoteo Canyon","Riparian",1974,16.9180011749268,"tmean"
"San Timoteo Canyon","Riparian",1975,16.326000213623,"tmean"
"San Timoteo Canyon","Riparian",1976,17.1480007171631,"tmean"
"San Timoteo Canyon","Riparian",1977,17.4090003967285,"tmean"
"San Timoteo Canyon","Riparian",1978,17.4060001373291,"tmean"
"San Timoteo Canyon","Riparian",1979,17.2250003814697,"tmean"
"San Timoteo Canyon","Riparian",1980,17.8650016784668,"tmean"
"San Timoteo Canyon","Riparian",1981,18.484001159668,"tmean"
"San Timoteo Canyon","Riparian",1982,16.4230003356934,"tmean"
"San Timoteo Canyon","Riparian",1983,17.2750015258789,"tmean"
"San Timoteo Canyon","Riparian",1984,18.3050003051758,"tmean"
"San Timoteo Canyon","Riparian",1985,17.3299999237061,"tmean"
"San Timoteo Canyon","Riparian",1986,18.0860004425049,"tmean"
"San Timoteo Canyon","Riparian",1987,17.5200004577637,"tmean"
"San Timoteo Canyon","Riparian",1988,18.1950016021729,"tmean"
"San Timoteo Canyon","Riparian",1989,18.1450004577637,"tmean"
"San Timoteo Canyon","Riparian",1990,18.121000289917,"tmean"
"San Timoteo Canyon","Riparian",1991,17.8400001525879,"tmean"
"San Timoteo Canyon","Riparian",1992,18.3490009307861,"tmean"
"San Timoteo Canyon","Riparian",1993,17.8770008087158,"tmean"
"San Timoteo Canyon","Riparian",1994,17.5729999542236,"tmean"
"San Timoteo Canyon","Riparian",1995,18.0840015411377,"tmean"
"San Timoteo Canyon","Riparian",1996,18.5740013122559,"tmean"
"San Timoteo Canyon","Riparian",1997,18.476001739502,"tmean"
"San Timoteo Canyon","Riparian",1998,16.9610004425049,"tmean"
"San Timoteo Canyon","Riparian",1999,17.7760009765625,"tmean"
"San Timoteo Canyon","Riparian",2000,18.2100009918213,"tmean"
"San Timoteo Canyon","Riparian",2001,17.6880016326904,"tmean"
"San Timoteo Canyon","Riparian",2002,17.8470001220703,"tmean"
"San Timoteo Canyon","Riparian",2003,18.4570007324219,"tmean"
"San Timoteo Canyon","Riparian",2004,17.9860000610352,"tmean"
"San Timoteo Canyon","Riparian",2005,17.9560012817383,"tmean"
"San Timoteo Canyon","Riparian",2006,18.3570003509521,"tmean"
"San Timoteo Canyon","Riparian",2007,18.3280010223389,"tmean"
"San Timoteo Canyon","Riparian",2008,18.5920009613037,"tmean"
"San Timoteo Canyon","Riparian",2009,18.2490005493164,"tmean"
"San Timoteo Canyon","Riparian",2010,17.4050006866455,"tmean"
"San Timoteo Canyon","Riparian",2011,17.5460014343262,"tmean"
"San Timoteo Canyon","Riparian",2012,18.9260005950928,"tmean"
"San Timoteo Canyon","Riparian",2013,18.3340015411377,"tmean"
"San Timoteo Canyon","Riparian",2014,19.5390014648438,"tmean"
"San Timoteo Canyon","Riparian",2015,18.9680004119873,"tmean"
"San Timoteo Canyon","Riparian",2016,18.8819999694824,"tmean"
"San Timoteo Canyon","Riparian",2017,19.193000793457,"tmean"
"San Timoteo Canyon","Riparian",2018,18.7980003356934,"tmean"
"San Timoteo Canyon","Riparian",2019,17.4270000457764,"tmean"
"San Timoteo Canyon","Riparian",2020,18.6850986480713,"tmean"
"San Timoteo Canyon","Riparian",2021,17.9207992553711,"tmean"
"San Timoteo Canyon","Riparian",2022,18.1066989898682,"tmean"
"San Timoteo Canyon","Riparian",2023,16.4300003051758,"tmean"
"San Timoteo Canyon","Riparian",2024,17.5581207275391,"tmean"
"San Timoteo Canyon","Riparian",2025,17.8409996032715,"tmean"
"Oak Glen Preserve","Forest",1895,13.0860004425049,"tmean"
"Oak Glen Preserve","Forest",1896,13.0510005950928,"tmean"
"Oak Glen Preserve","Forest",1897,12.6420001983643,"tmean"
"Oak Glen Preserve","Forest",1898,13.5500001907349,"tmean"
"Oak Glen Preserve","Forest",1899,11.653000831604,"tmean"
"Oak Glen Preserve","Forest",1900,12.3100004196167,"tmean"
"Oak Glen Preserve","Forest",1901,12.6310005187988,"tmean"
"Oak Glen Preserve","Forest",1902,11.7920007705688,"tmean"
"Oak Glen Preserve","Forest",1903,12.2470006942749,"tmean"
"Oak Glen Preserve","Forest",1904,13.7660007476807,"tmean"
"Oak Glen Preserve","Forest",1905,12.7330007553101,"tmean"
"Oak Glen Preserve","Forest",1906,12.8900003433228,"tmean"
"Oak Glen Preserve","Forest",1907,12.4820003509521,"tmean"
"Oak Glen Preserve","Forest",1908,12.4210004806519,"tmean"
"Oak Glen Preserve","Forest",1909,12.9000005722046,"tmean"
"Oak Glen Preserve","Forest",1910,13.371000289917,"tmean"
"Oak Glen Preserve","Forest",1911,12.1340007781982,"tmean"
"Oak Glen Preserve","Forest",1912,11.8570003509521,"tmean"
"Oak Glen Preserve","Forest",1913,11.367000579834,"tmean"
"Oak Glen Preserve","Forest",1914,12.19700050354,"tmean"
"Oak Glen Preserve","Forest",1915,11.7980003356934,"tmean"
"Oak Glen Preserve","Forest",1916,12.2430009841919,"tmean"
"Oak Glen Preserve","Forest",1917,12.5100002288818,"tmean"
"Oak Glen Preserve","Forest",1918,12.5860004425049,"tmean"
"Oak Glen Preserve","Forest",1919,12.0960006713867,"tmean"
"Oak Glen Preserve","Forest",1920,12.153000831604,"tmean"
"Oak Glen Preserve","Forest",1921,12.0790004730225,"tmean"
"Oak Glen Preserve","Forest",1922,11.5840005874634,"tmean"
"Oak Glen Preserve","Forest",1923,11.5400009155273,"tmean"
"Oak Glen Preserve","Forest",1924,11.8760004043579,"tmean"
"Oak Glen Preserve","Forest",1925,12.081000328064,"tmean"
"Oak Glen Preserve","Forest",1926,13.1240005493164,"tmean"
"Oak Glen Preserve","Forest",1927,11.8660001754761,"tmean"
"Oak Glen Preserve","Forest",1928,12.4220008850098,"tmean"
"Oak Glen Preserve","Forest",1929,12.956000328064,"tmean"
"Oak Glen Preserve","Forest",1930,12.8160009384155,"tmean"
"Oak Glen Preserve","Forest",1931,13.5870008468628,"tmean"
"Oak Glen Preserve","Forest",1932,12.7940006256104,"tmean"
"Oak Glen Preserve","Forest",1933,13.0610008239746,"tmean"
"Oak Glen Preserve","Forest",1934,14.5780010223389,"tmean"
"Oak Glen Preserve","Forest",1935,12.6250009536743,"tmean"
"Oak Glen Preserve","Forest",1936,13.7400007247925,"tmean"
"Oak Glen Preserve","Forest",1937,12.9810009002686,"tmean"
"Oak Glen Preserve","Forest",1938,12.9550008773804,"tmean"
"Oak Glen Preserve","Forest",1939,13.3960008621216,"tmean"
"Oak Glen Preserve","Forest",1940,13.8150005340576,"tmean"
"Oak Glen Preserve","Forest",1941,12.0920009613037,"tmean"
"Oak Glen Preserve","Forest",1942,12.6590003967285,"tmean"
"Oak Glen Preserve","Forest",1943,13.1350002288818,"tmean"
"Oak Glen Preserve","Forest",1944,11.1850004196167,"tmean"
"Oak Glen Preserve","Forest",1945,11.9250001907349,"tmean"
"Oak Glen Preserve","Forest",1946,11.9990005493164,"tmean"
"Oak Glen Preserve","Forest",1947,12.814001083374,"tmean"
"Oak Glen Preserve","Forest",1948,11.9740009307861,"tmean"
"Oak Glen Preserve","Forest",1949,11.9190006256104,"tmean"
"Oak Glen Preserve","Forest",1950,13.2450008392334,"tmean"
"Oak Glen Preserve","Forest",1951,12.4650001525879,"tmean"
"Oak Glen Preserve","Forest",1952,11.988000869751,"tmean"
"Oak Glen Preserve","Forest",1953,13.0250005722046,"tmean"
"Oak Glen Preserve","Forest",1954,13.032000541687,"tmean"
"Oak Glen Preserve","Forest",1955,12.1870002746582,"tmean"
"Oak Glen Preserve","Forest",1956,12.7740001678467,"tmean"
"Oak Glen Preserve","Forest",1957,12.3190002441406,"tmean"
"Oak Glen Preserve","Forest",1958,13.0310010910034,"tmean"
"Oak Glen Preserve","Forest",1959,13.4760007858276,"tmean"
"Oak Glen Preserve","Forest",1960,13.081000328064,"tmean"
"Oak Glen Preserve","Forest",1961,13.064001083374,"tmean"
"Oak Glen Preserve","Forest",1962,12.827000617981,"tmean"
"Oak Glen Preserve","Forest",1963,12.5960006713867,"tmean"
"Oak Glen Preserve","Forest",1964,12.1340007781982,"tmean"
"Oak Glen Preserve","Forest",1965,12.0390005111694,"tmean"
"Oak Glen Preserve","Forest",1966,13.0910005569458,"tmean"
"Oak Glen Preserve","Forest",1967,12.5380010604858,"tmean"
"Oak Glen Preserve","Forest",1968,12.4200010299683,"tmean"
"Oak Glen Preserve","Forest",1969,12.6960010528564,"tmean"
"Oak Glen Preserve","Forest",1970,13.0410003662109,"tmean"
"Oak Glen Preserve","Forest",1971,12.0220003128052,"tmean"
"Oak Glen Preserve","Forest",1972,12.7310009002686,"tmean"
"Oak Glen Preserve","Forest",1973,12.2670001983643,"tmean"
"Oak Glen Preserve","Forest",1974,12.8060007095337,"tmean"
"Oak Glen Preserve","Forest",1975,12.1310005187988,"tmean"
"Oak Glen Preserve","Forest",1976,12.7220010757446,"tmean"
"Oak Glen Preserve","Forest",1977,13.2160005569458,"tmean"
"Oak Glen Preserve","Forest",1978,12.7040004730225,"tmean"
"Oak Glen Preserve","Forest",1979,12.8870010375977,"tmean"
"Oak Glen Preserve","Forest",1980,13.3030004501343,"tmean"
"Oak Glen Preserve","Forest",1981,14.0990009307861,"tmean"
"Oak Glen Preserve","Forest",1982,12.113000869751,"tmean"
"Oak Glen Preserve","Forest",1983,12.6140003204346,"tmean"
"Oak Glen Preserve","Forest",1984,13.492000579834,"tmean"
"Oak Glen Preserve","Forest",1985,12.7900009155273,"tmean"
